date,tavg,tmin,tmax,prcp,snow,wspd
1/1/2019,50.54,39.92,57.92,0.787401575,0,14.91290861
1/2/2019,38.66,35.06,41,0,0,7.456454307
1/3/2019,41.18,32,44.96,0,0,8.699196691
1/4/2019,37.22,29.12,46.04,0,0,7.456454307
1/5/2019,43.88,41,46.94,6.102362205,0,10.56331027
1/6/2019,43.88,31.1,51.08,0,0,14.91290861
1/7/2019,30.56,25.16,33.98,0,0,9.941939076
1/8/2019,37.4,33.98,44.06,1.496062992,0,2.485484769
1/9/2019,42.44,33.98,46.04,0.393700787,0,18.64113577
1/10/2019,33.44,29.12,35.96,0,0,19.88387815
1/11/2019,27.68,21.2,33.08,0,0,14.91290861
1/12/2019,25.52,20.12,35.06,0,0,6.213711922
1/13/2019,28.76,23.18,33.08,0,0,11.18468146
1/14/2019,25.88,20.12,33.98,0,0,10.56331027
1/15/2019,28.58,20.12,37.94,0,0,5.59234073
1/16/2019,31.1,23.18,39.02,0,0,10.56331027
1/17/2019,30.38,24.26,33.98,0,0,7.456454307
1/18/2019,32.18,27.14,37.94,0.196850394,0,6.835083115
1/19/2019,33.98,28.22,37.94,4.488188976,0,6.835083115
1/20/2019,35.06,13.1,41,10.70866142,0,16.155651
1/21/2019,11.12,4.1,15.26,0,0,22.99073411
1/22/2019,18.14,13.1,32,0,0,8.699196691
1/23/2019,33.26,27.14,48.92,0,0,6.213711922
1/24/2019,52.7,35.06,59,9.803149606,0,16.77702219
1/25/2019,36.14,27.14,39.92,0,0,14.29153742
1/26/2019,28.94,21.2,35.96,0,0,6.213711922
1/27/2019,37.04,26.24,51.08,0,0,9.941939076
1/28/2019,32.18,22.1,37.94,0,0,10.56331027
1/29/2019,28.94,20.12,42.08,1.88976378,0,7.456454307
1/30/2019,27.68,5.18,33.98,2.007874016,0,17.39839338
1/31/2019,8.42,2.12,17.24,0,0,13.67016623
2/1/2019,14.72,10.22,22.1,0,0,6.835083115
2/2/2019,21.92,14.18,35.06,0,0,11.18468146
2/3/2019,36.14,24.26,53.06,0,0,6.213711922
2/4/2019,43.52,32,60.98,0,0,3.106855961
2/5/2019,48.74,37.04,68,0,0,6.835083115
2/6/2019,43.52,33.98,46.94,5.31496063,0,8.077825499
2/7/2019,41.36,39.02,44.96,0.708661417,0,7.456454307
2/8/2019,44.96,32,55.94,4.606299213,0,14.29153742
2/9/2019,30.74,24.26,33.98,0,0,17.39839338
2/10/2019,28.22,22.1,37.04,0,0,8.077825499
2/11/2019,33.62,29.12,37.94,0,0,6.835083115
2/12/2019,31.28,26.24,35.96,8.11023622,0,11.18468146
2/13/2019,36.5,33.08,42.08,0.590551181,11.81102362,15.53427981
2/14/2019,37.22,32,46.04,0,0,11.18468146
