date,tavg,tmin,tmax,prcp,snow,wspd
1/1/2019,31.1,26.96,35.6,0.039370079,0,7.456454307
1/2/2019,28.04,26.96,31.64,0.118110236,0,8.699196691
1/3/2019,31.82,24.98,40.46,0,0,11.18468146
1/4/2019,37.4,31.82,49.64,0,0,8.077825499
1/5/2019,39.2,31.1,52.88,0,0,8.077825499
1/6/2019,39.02,35.78,41.72,0,0,12.42742384
1/7/2019,46.4,40.82,54.68,3.582677165,0,17.39839338
1/8/2019,41.72,25.7,46.58,0,0,14.29153742
1/9/2019,21.2,16.7,25.7,0,0,14.91290861
1/10/2019,20.12,14.9,24.98,0,0,4.349598346
1/11/2019,27.32,21.02,30.92,0,0,4.970969538
1/12/2019,30.56,29.84,32,1.929133858,29.92125984,11.18468146
1/13/2019,30.02,26.6,31.82,0.196850394,29.92125984,12.42742384
1/14/2019,25.34,21.56,27.86,0,29.92125984,9.320567884
1/15/2019,25.88,24.98,32.9,0,29.92125984,11.18468146
1/16/2019,31.64,28.94,34.88,0,20.07874016,9.320567884
1/17/2019,30.74,28.94,35.78,0,9.842519685,5.59234073
1/18/2019,30.02,28.58,31.82,0.393700787,9.842519685,10.56331027
1/19/2019,25.52,14.36,28.94,3.070866142,50,19.88387815
1/20/2019,11.84,6.44,17.24,0.433070866,59.84251969,14.29153742
1/21/2019,10.94,7.16,15.62,0,59.84251969,8.699196691
1/22/2019,19.04,12.92,35.42,1.299212598,50,9.320567884
1/23/2019,29.84,20.66,34.88,2.125984252,40.15748031,9.941939076
1/24/2019,14.36,2.84,22.82,0,40.15748031,13.04879504
1/25/2019,1.94,-5.08,6.62,0.31496063,50,11.18468146
1/26/2019,5.18,-5.44,12.92,0.748031496,70.07874016,5.59234073
1/27/2019,4.1,-2.56,11.84,0,59.84251969,6.835083115
1/28/2019,20.12,8.96,34.88,4.645669291,90.15748031,14.91290861
1/29/2019,3.02,-9.04,10.94,0,79.92125984,17.39839338
1/30/2019,-15.7,-22.18,-9.04,0,79.92125984,16.77702219
1/31/2019,-14.62,-20.02,1.94,0.511811024,90.15748031,6.213711922
2/1/2019,11.48,1.94,21.02,0.196850394,79.92125984,5.59234073
2/2/2019,30.92,14.9,41.18,0,59.84251969,10.56331027
2/3/2019,43.34,38.12,48.74,0,0,10.56331027
2/4/2019,47.66,30.02,51.08,0.354330709,0,11.18468146
2/5/2019,29.84,26.42,33.8,2.677165354,0,9.320567884
2/6/2019,33.08,32.9,37.58,0.669291339,0,8.699196691
2/7/2019,32.18,10.94,45.68,5.393700787,0,13.04879504
2/8/2019,11.84,4.82,14.72,0,0,17.39839338
2/9/2019,12.2,6.44,25.7,0,0,5.59234073
2/10/2019,25.88,22.82,28.94,0.551181102,9.842519685,6.835083115
2/11/2019,30.2,28.58,31.82,1.968503937,0,12.42742384
2/12/2019,32.36,20.66,33.26,3.031496063,9.842519685,13.67016623
2/13/2019,20.3,12.38,29.48,0.039370079,9.842519685,15.53427981
2/14/2019,36.5,29.48,46.76,0,0,10.56331027
2/15/2019,19.4,10.4,32.9,0,0,13.04879504
2/16/2019,19.04,17.06,29.84,0,0,8.699196691
2/17/2019,25.7,24.98,28.58,1.417322835,20.07874016,11.18468146
2/18/2019,25.52,21.2,30.92,0.826771654,40.15748031,7.456454307
2/19/2019,22.1,13.64,33.44,0,20.07874016,4.970969538
2/20/2019,31.46,28.94,37.22,0.669291339,9.842519685,13.67016623
2/21/2019,31.28,25.7,35.06,0,0,10.56331027
2/22/2019,28.94,22.28,38.66,0,0,7.456454307
2/23/2019,35.96,34.88,49.82,5.078740157,0,10.56331027
2/24/2019,37.76,13.28,46.76,0.118110236,0,24.2334765
2/25/2019,12.74,7.7,22.28,0,0,10.56331027
2/26/2019,17.24,17.06,24.62,0,0,12.42742384
2/27/2019,24.98,16.52,31.64,0,0,9.941939076
2/28/2019,21.02,12.56,27.86,0,0,4.349598346
3/1/2019,27.14,24.62,33.98,0,0,5.59234073
3/2/2019,29.48,27.5,34.7,0,0,8.699196691
3/3/2019,20.66,5.54,27.5,0,0,11.80605265
3/4/2019,5.54,-2.02,14.54,0,0,14.91290861
3/5/2019,13.82,8.96,21.92,0,0,16.155651
3/6/2019,16.7,9.86,31.64,0,0,11.80605265
3/7/2019,23,15.62,28.04,0,0,6.213711922
3/8/2019,28.4,22.64,39.02,0,0,5.59234073
3/9/2019,33.8,28.4,43.88,5.354330709,0,14.29153742
3/10/2019,37.04,29.84,38.84,0,0,19.88387815
3/11/2019,32.36,27.86,42.62,0,0,9.941939076
3/12/2019,35.6,25.7,48.92,0,0,9.320567884
3/13/2019,49.1,40.82,60.44,6.141732283,0,11.80605265
3/14/2019,53.42,39.74,63.68,4.724409449,0,19.26250696
3/15/2019,37.58,32,39.92,0.078740157,0,15.53427981
3/16/2019,34.7,28.94,42.62,0,0,8.699196691
3/17/2019,35.24,28.94,44.6,0,0,7.456454307
3/18/2019,35.78,27.86,44.6,0,0,7.456454307
3/19/2019,39.02,30.02,49.82,0,0,8.077825499
3/20/2019,42.26,39.56,44.78,1.417322835,0,9.320567884
3/21/2019,40.1,36.86,45.86,0.157480315,0,10.56331027
3/22/2019,39.38,30.56,46.76,0,0,11.18468146
3/23/2019,36.86,26.6,53.06,0,0,4.349598346
3/24/2019,44.6,35.6,50.9,0.984251969,0,8.699196691
3/25/2019,36.32,29.3,42.8,0,0,17.39839338
3/26/2019,36.68,26.24,46.4,0,0,4.970969538
3/27/2019,42.08,30.56,59,0.826771654,0,11.80605265
3/28/2019,52.52,44.78,64.94,0,0,11.80605265
3/29/2019,47.12,38.66,55.4,4.330708661,0,8.699196691
3/30/2019,40.1,30.56,44.24,3.385826772,0,13.04879504
3/31/2019,31.1,23.9,39.92,0,0,11.18468146
4/1/2019,38.3,26.96,48.92,0,0,12.42742384
4/2/2019,44.78,38.12,56.66,0,0,14.29153742
4/3/2019,48.2,37.04,58.82,0.157480315,0,9.320567884
4/4/2019,46.4,39.74,47.84,3.464566929,0,9.941939076
4/5/2019,43.88,40.64,57.02,0,0,3.728227153
4/6/2019,53.06,40.64,65.12,0,0,4.970969538
4/7/2019,59.9,52.7,69.44,2.047244094,0,9.320567884
4/8/2019,63.14,52.88,73.76,0,0,8.699196691
4/9/2019,58.1,40.64,67.64,0,0,12.42742384
4/10/2019,39.2,35.6,41.54,0.708661417,0,17.39839338
4/11/2019,47.48,38.66,60.08,3.42519685,0,16.155651
4/12/2019,48.2,38.84,53.42,1.338582677,0,16.77702219
4/13/2019,43.88,36.68,53.6,0,0,12.42742384
4/14/2019,37.22,32,40.64,7.401574803,29.92125984,18.01976457
4/15/2019,38.12,30.92,53.6,0,0,8.077825499
4/16/2019,57.02,46.58,74.66,0,0,10.56331027
4/17/2019,60.98,47.3,77,0,0,11.80605265
4/18/2019,58.82,44.06,64.94,4.645669291,0,11.80605265
4/19/2019,44.78,41,49.46,0,0,22.36936292
4/20/2019,51.62,40.1,64.76,0,0,13.67016623
4/21/2019,62.06,44.78,77.9,0,0,8.077825499
4/22/2019,68.54,57.92,80.06,1.496062992,0,13.04879504
4/23/2019,56.3,49.82,65.84,0,0,8.699196691
4/24/2019,53.06,44.42,64.76,0,0,5.59234073
4/25/2019,57.02,46.76,66.2,0.62992126,0,6.835083115
4/26/2019,56.3,49.82,64.58,0.433070866,0,16.155651
4/27/2019,42.8,32.9,50.72,10.35433071,9.842519685,12.42742384
4/28/2019,42.62,33.44,51.98,0,0,11.18468146
4/29/2019,45.5,42.98,52.7,15.23622047,0,8.699196691
4/30/2019,44.78,39.56,49.46,14.88188976,0,12.42742384
5/1/2019,51.98,44.6,59.72,6.88976378,0,9.941939076
5/2/2019,45.14,42.62,48.56,3.818897638,0,9.320567884
5/3/2019,48.74,43.34,56.66,0.196850394,0,11.18468146
5/4/2019,51.98,41.36,61.34,0,0,5.59234073
5/5/2019,60.8,44.42,73.76,0,0,6.213711922
5/6/2019,59.72,46.58,71.6,0.433070866,0,9.941939076
5/7/2019,46.58,44.6,50,5.157480315,0,13.04879504
5/8/2019,50.54,46.76,74.48,4.251968504,0,11.80605265
5/9/2019,60.26,48.38,68.72,11.2992126,0,11.80605265
5/10/2019,50,44.78,56.3,0,0,8.699196691
5/11/2019,47.66,44.78,53.78,1.023622047,0,8.699196691
5/12/2019,46.94,42.8,52.88,0.984251969,0,11.18468146
5/13/2019,51.26,42.8,60.98,0,0,7.456454307
