date,tavg,tmin,tmax,prcp,snow,wspd
1/1/2009,52.88,40.1,65.66,0,0,7.456454307
1/2/2009,70.88,64.04,77.54,0,0,7.456454307
1/3/2009,75.38,68,82.76,0,0,9.941939076
1/4/2009,62.42,47.48,77.36,0,0,8.699196691
1/5/2009,44.42,41.36,47.48,0,0,9.320567884
1/6/2009,50,42.98,57.02,3.661417323,0,5.59234073
1/7/2009,51.44,35.24,67.46,0,0,6.213711922
1/8/2009,60.44,43.52,77.36,0,0,4.349598346
1/9/2009,66.74,55.04,78.26,0,0,9.320567884
1/10/2009,57.74,43.52,71.78,0,0,12.42742384
1/11/2009,47.84,37.58,57.92,0,0,8.077825499
1/12/2009,47.12,32.54,61.7,0,0,3.106855961
1/13/2009,43.16,32.36,53.96,0,0,10.56331027
1/14/2009,46.4,30.02,62.78,0,0,1.864113577
1/15/2009,50.72,35.6,65.66,0,0,5.59234073
1/16/2009,41.36,32.36,50.36,0,0,6.835083115
1/17/2009,55.76,42.26,69.26,0,0,6.213711922
1/18/2009,62.42,51.44,73.22,0,0,7.456454307
1/19/2009,57.92,46.04,69.62,0,0,11.80605265
1/20/2009,50.18,39.02,61.34,0,0,9.320567884
1/21/2009,48.92,31.64,66.02,0,0,4.970969538
1/22/2009,57.38,38.66,75.92,0,0,7.456454307
1/23/2009,66.02,54.32,77.72,0,0,8.077825499
1/24/2009,54.68,44.24,64.94,0,0,11.18468146
1/25/2009,48.02,43.34,52.7,0,0,4.349598346
1/26/2009,62.6,51.62,73.58,0,0,10.56331027
1/27/2009,60.08,40.46,79.7,0.078740157,0,12.42742384
1/28/2009,43.52,35.78,51.26,0.866141732,0,9.320567884
1/29/2009,45.14,30.56,59.72,0,0,6.835083115
1/30/2009,49.82,34.52,64.94,0,0,4.349598346
1/31/2009,52.88,36.5,69.26,0,0,6.213711922
2/1/2009,62.6,50,75.02,0.275590551,0,5.59234073
2/2/2009,51.98,39.56,64.22,0.039370079,0,11.18468146
2/3/2009,52.52,33.8,71.24,0,0,3.106855961
2/4/2009,50.36,41,59.54,0,0,7.456454307
2/5/2009,54.68,38.48,70.7,0,0,8.077825499
2/6/2009,64.4,53.24,75.38,0,0,13.04879504
2/7/2009,66.56,56.12,77,0,0,11.80605265
2/8/2009,64.94,54.5,75.2,0,0,14.29153742
2/9/2009,70.34,64.94,75.74,0.787401575,0,12.42742384
2/10/2009,70.7,67.46,73.76,0.94488189,0,15.53427981
2/11/2009,60.98,48.74,73.22,3.228346457,0,6.835083115
2/12/2009,59.72,45.5,73.76,0,0,7.456454307
2/13/2009,64.76,55.22,74.3,1.338582677,0,3.728227153
2/14/2009,63.32,56.66,69.98,6.338582677,0,8.699196691
2/15/2009,63.68,56.3,71.06,0,0,10.56331027
2/16/2009,56.48,50,62.96,0,0,9.320567884
2/17/2009,62.6,52.7,72.32,0.433070866,0,9.941939076
2/18/2009,67.64,55.04,80.06,0.157480315,0,7.456454307
2/19/2009,58.64,48.2,69.08,0,0,10.56331027
2/20/2009,53.42,40.1,66.74,0,0,7.456454307
2/21/2009,59,46.58,71.24,0.826771654,0,10.56331027
2/22/2009,50.18,36.5,63.68,0,0,6.835083115
2/23/2009,51.26,37.76,64.76,0,0,6.835083115
2/24/2009,62.6,48.02,77,0,0,9.320567884
2/25/2009,70.52,62.42,78.44,0,0,10.56331027
2/26/2009,73.76,66.74,80.78,0,0,11.80605265
2/27/2009,76.64,68.72,84.38,0,0,10.56331027
2/28/2009,56.66,42.62,70.7,0.078740157,0,17.39839338
3/1/2009,48.2,35.24,60.98,0,0,11.80605265
3/2/2009,50.36,35.06,65.66,0,0,3.106855961
3/3/2009,53.96,42.08,65.66,0,0,9.941939076
3/4/2009,61.88,48.56,75.02,0,0,9.941939076
3/5/2009,71.42,60.8,82.04,0,0,11.80605265
3/6/2009,73.58,64.22,82.76,0,0,11.18468146
3/7/2009,73.94,67.46,80.42,0,0,14.29153742
3/8/2009,74.12,65.3,82.94,0,0,8.077825499
3/9/2009,75.2,67.46,82.76,0,0,12.42742384
3/10/2009,77.18,70.7,83.48,0,0,13.04879504
3/11/2009,68.72,54.68,82.58,0.157480315,0,9.941939076
3/12/2009,49.46,44.24,54.68,8.897637795,0,12.42742384
3/13/2009,44.78,43.34,46.22,4.881889764,0,10.56331027
3/14/2009,45.14,42.08,48.02,3.307086614,0,5.59234073
3/15/2009,51.26,48.02,54.32,3.622047244,0,1.242742384
3/16/2009,62.06,48.74,75.2,0,0,2.485484769
3/17/2009,61.34,52.34,70.34,0,0,3.728227153
3/18/2009,62.6,47.48,77.72,0,0,3.728227153
3/19/2009,63.86,48.74,78.98,0,0,2.485484769
3/20/2009,66.02,51.8,80.24,0,0,5.59234073
3/21/2009,66.74,54.5,78.98,0,0,6.213711922
3/22/2009,66.92,54.14,79.7,0,0,10.56331027
3/23/2009,73.22,66.92,79.52,0,0,16.77702219
3/24/2009,74.12,69.8,78.26,0.078740157,0,13.04879504
3/25/2009,69.98,58.46,81.5,6.496062992,0,11.18468146
3/26/2009,67.82,59,76.46,5.866141732,0,6.835083115
3/27/2009,64.76,49.64,79.7,3.149606299,0,7.456454307
3/28/2009,53.06,41.54,64.58,0,0,12.42742384
3/29/2009,57.2,42.26,71.96,0,0,5.59234073
3/30/2009,61.7,49.46,73.94,0.078740157,0,9.941939076
3/31/2009,63.5,55.58,71.24,0.31496063,0,9.320567884
4/1/2009,60.08,49.46,70.7,0,0,10.56331027
4/2/2009,67.28,58.28,76.28,1.102362205,0,13.67016623
4/3/2009,62.06,47.66,76.46,0,0,6.213711922
4/4/2009,66.74,53.24,80.06,0,0,8.699196691
4/5/2009,67.1,55.58,78.62,0,0,13.67016623
4/6/2009,55.22,47.12,63.32,0,0,14.91290861
4/7/2009,54.68,39.2,69.98,0,0,3.728227153
4/8/2009,64.4,46.58,82.22,0,0,8.699196691
4/9/2009,71.24,63.68,78.8,0,0,11.18468146
4/10/2009,75.2,66.74,83.66,0,0,9.320567884
4/11/2009,66.56,59.72,73.22,0,0,11.80605265
4/12/2009,69.98,59.72,80.24,8.543307087,0,8.699196691
4/13/2009,66.92,57.2,76.46,0,0,9.941939076
4/14/2009,64.04,49.1,78.98,0,0,4.970969538
4/15/2009,63.5,51.08,75.74,0,0,9.320567884
4/16/2009,67.28,58.28,76.28,0.039370079,0,11.80605265
4/17/2009,67.28,63.32,71.24,20.86614173,0,12.42742384
4/18/2009,68.9,65.3,72.32,35.23622047,0,9.941939076
4/19/2009,70.52,62.24,78.62,0,0,9.941939076
4/20/2009,67.82,56.48,78.98,0,0,8.077825499
4/21/2009,71.42,56.3,86.54,0,0,8.077825499
4/22/2009,74.66,59.18,89.96,0,0,9.320567884
4/23/2009,75.56,67.46,83.48,0,0,12.42742384
4/24/2009,73.58,65.66,81.32,13.46456693,0,13.04879504
4/25/2009,75.2,68,82.4,0.31496063,0,14.29153742
4/26/2009,76.82,71.96,81.68,0,0,17.39839338
4/27/2009,73.22,64.04,82.4,18.93700787,0,13.67016623
4/28/2009,73.94,67.28,80.6,18.22834646,0,11.80605265
4/29/2009,78.26,73.04,83.48,0,0,13.67016623
4/30/2009,77.54,71.24,83.66,0.236220472,0,10.56331027
5/1/2009,79.7,73.94,85.28,0,0,10.56331027
5/2/2009,80.96,75.92,86,0,0,11.80605265
5/3/2009,77,67.64,86.36,0,0,9.320567884
5/4/2009,74.66,63.14,86,0,0,6.835083115
5/5/2009,79.34,71.24,87.44,0,0,9.320567884
5/6/2009,81.86,75.02,88.7,0,0,10.56331027
5/7/2009,82.4,75.92,88.88,0,0,9.320567884
5/8/2009,83.12,76.64,89.42,0,0,11.80605265
5/9/2009,82.04,73.58,90.32,0,0,9.320567884
5/10/2009,81.86,73.76,89.78,0,0,8.077825499
5/11/2009,81.86,74.66,89.06,0.236220472,0,6.835083115
5/12/2009,80.24,71.6,88.7,0,0,9.320567884
5/13/2009,81.5,72.68,90.32,0,0,11.80605265
5/14/2009,80.6,72.32,88.7,0,0,8.077825499
5/15/2009,80.6,71.78,89.42,0,0,8.077825499
5/16/2009,79.88,69.8,89.96,1.220472441,0,7.456454307
5/17/2009,69.26,61.52,77,0,0,10.56331027
5/18/2009,68,56.66,79.34,0,0,6.835083115
5/19/2009,69.44,56.66,82.04,0,0,4.970969538
5/20/2009,70.34,56.48,84.02,0,0,3.728227153
5/21/2009,77,64.22,89.78,0,0,4.349598346
5/22/2009,76.28,68.36,84.02,0.511811024,0,2.485484769
5/23/2009,76.82,68.72,84.92,0.31496063,0,2.485484769
5/24/2009,76.46,69.44,83.48,2.125984252,0,2.485484769
5/25/2009,78.62,66.92,90.32,0,0,3.728227153
5/26/2009,83.48,75.2,91.76,0,0,4.349598346
5/27/2009,78.26,71.6,84.92,0.039370079,0,1.242742384
5/28/2009,79.88,69.62,89.96,0,0,3.728227153
5/29/2009,78.98,66.02,91.94,0,0,2.485484769
5/30/2009,79.88,66.02,93.74,0,0,1.864113577
5/31/2009,77.72,66.56,88.7,0,0,4.349598346
6/1/2009,76.28,64.04,88.52,0,0,5.59234073
6/2/2009,79.7,68.72,90.5,0,0,4.349598346
6/3/2009,81.86,71.06,92.66,2.322834646,0,5.59234073
6/4/2009,78.08,69.8,86.36,0,0,9.320567884
6/5/2009,78.44,66.74,89.96,0,0,4.970969538
