date,tavg,tmin,tmax,prcp,snow,wspd
1/1/2009,21.92,15.98,28.04,0,0,12.42742384
1/2/2009,27.5,21.02,33.98,0,0,8.699196691
1/3/2009,34.16,26.06,42.08,0,0,13.67016623
1/4/2009,34.52,24.08,44.96,0,0,9.320567884
1/5/2009,41.54,37.94,44.96,0,0,9.320567884
1/6/2009,34.52,30.02,39.02,1.102362205,0,7.456454307
1/7/2009,35.06,30.92,39.02,11.69291339,0,10.56331027
1/8/2009,34.52,30.02,39.02,0,0,19.26250696
1/9/2009,30.02,24.98,35.06,0,0,13.04879504
1/10/2009,26.42,24.08,28.94,0.905511811,0,7.456454307
1/11/2009,28.4,24.98,32,1.614173228,9.842519685,11.18468146
1/12/2009,27.5,19.94,35.06,0,9.842519685,8.077825499
1/13/2009,31.46,24.08,39.02,0,9.842519685,4.349598346
1/14/2009,26.06,17.06,35.06,0,0,12.42742384
1/15/2009,19.04,15.08,23,0.393700787,0,11.80605265
1/16/2009,12.92,8.06,17.96,0,9.842519685,13.04879504
1/17/2009,12.92,5,21.02,0,0,6.835083115
1/18/2009,28.04,21.02,35.06,1.417322835,0,4.970969538
1/19/2009,26.06,19.04,33.08,1.496062992,9.842519685,3.728227153
1/20/2009,23,17.06,28.94,0,20.07874016,10.56331027
1/21/2009,21.92,15.98,28.04,0,20.07874016,11.18468146
1/22/2009,27.5,17.06,37.94,0,20.07874016,10.56331027
1/23/2009,37.58,26.96,48.02,0,9.842519685,4.970969538
1/24/2009,30.92,17.06,44.96,0,0,16.77702219
1/25/2009,21.38,12.92,30.02,0,0,8.699196691
1/26/2009,24.44,17.96,30.92,0,0,6.213711922
1/27/2009,28.4,26.06,30.92,0,0,6.835083115
1/28/2009,32.54,24.98,39.92,10,20.07874016,11.18468146
1/29/2009,30.56,26.06,35.06,0,9.842519685,11.18468146
1/30/2009,28.94,21.92,35.96,0,0,9.320567884
1/31/2009,24.44,19.04,30.02,0,0,13.67016623
2/1/2009,39.56,24.98,53.96,0,0,9.320567884
2/2/2009,42.44,30.92,53.96,0,0,8.077825499
2/3/2009,30.02,26.06,33.98,2.007874016,0,13.67016623
2/4/2009,22.46,14,30.92,0,29.92125984,11.80605265
2/5/2009,17.42,12.02,23,0,20.07874016,13.67016623
2/6/2009,23.54,15.08,32,0,9.842519685,7.456454307
2/7/2009,35.96,21.92,50,0,0,3.728227153
2/8/2009,48.56,37.04,60.08,0,0,13.67016623
2/9/2009,32,32,48.02,0,0,8.077825499
2/10/2009,42.98,37.04,48.92,0,0,2.485484769
2/11/2009,53.06,42.08,64.04,0.393700787,0,3.728227153
2/12/2009,50.54,44.06,57.02,0.590551181,0,24.85484769
2/13/2009,32,32,46.94,0,0,18.01976457
2/14/2009,36.14,28.04,44.06,0,0,8.077825499
2/15/2009,36.5,28.94,44.06,0,0,13.04879504
2/16/2009,35.06,28.04,42.08,0,0,11.80605265
2/17/2009,33.08,24.08,42.08,0,0,8.699196691
2/18/2009,35.6,26.96,44.06,1.811023622,0,6.835083115
2/19/2009,38.12,26.06,50,0.118110236,0,14.91290861
2/20/2009,28.4,21.92,35.06,0,0,19.88387815
2/21/2009,34.52,26.06,42.98,0,0,10.56331027
2/22/2009,36.5,30.92,42.08,0.708661417,0,8.077825499
2/23/2009,30.56,24.08,37.04,0,0,19.88387815
2/24/2009,30.02,21.02,39.02,0,0,14.91290861
2/25/2009,32.54,23,42.08,0,0,6.213711922
2/26/2009,40.64,30.02,51.08,0,0,3.106855961
2/27/2009,51.62,37.04,66.02,0.196850394,0,9.941939076
2/28/2009,41.54,30.02,53.06,0,0,16.155651
3/1/2009,33.08,28.04,37.94,1.496062992,0,13.67016623
3/2/2009,21.92,15.98,28.04,3.503937008,50,20.50524934
3/3/2009,19.4,12.02,26.96,0,50,15.53427981
3/4/2009,25.52,15.98,35.06,0,40.15748031,8.699196691
3/5/2009,32,19.04,44.96,0,29.92125984,6.213711922
3/6/2009,45.5,35.06,55.94,0,20.07874016,8.699196691
3/7/2009,57.56,42.98,71.96,0,0,6.213711922
3/8/2009,58.1,51.08,64.94,0,0,9.320567884
3/9/2009,46.58,42.08,51.08,0.787401575,0,9.941939076
3/10/2009,41.54,37.94,44.96,0,0,8.077825499
3/11/2009,49.46,41,57.92,0,0,10.56331027
3/12/2009,32,32,46.94,0,0,15.53427981
3/13/2009,33.08,26.96,39.02,0,0,7.456454307
3/14/2009,40.46,30.92,50,0,0,6.835083115
3/15/2009,45.5,41,50,0,0,4.349598346
3/16/2009,42.08,33.98,50,0,0,6.213711922
3/17/2009,44.06,33.98,53.96,0,0,7.456454307
3/18/2009,50.54,35.06,66.02,0,0,12.42742384
3/19/2009,47.12,42.08,51.98,1.102362205,0,6.835083115
3/20/2009,39.56,33.08,46.04,0.118110236,0,11.80605265
3/21/2009,37.04,26.06,48.02,0,0,8.699196691
3/22/2009,42.62,28.04,57.02,0,0,13.04879504
3/23/2009,37.04,28.94,44.96,0,0,18.01976457
3/24/2009,38.12,26.06,50,0,0,14.29153742
3/25/2009,32,32,51.08,0,0,6.835083115
3/26/2009,42.98,41,44.96,4.212598425,0,6.835083115
3/27/2009,53.06,42.08,64.04,0,0,5.59234073
3/28/2009,53.06,46.04,60.08,0.708661417,0,6.835083115
3/29/2009,50.54,44.06,57.02,4.212598425,0,8.699196691
3/30/2009,49.64,42.08,57.02,0,0,18.64113577
3/31/2009,49.64,39.02,60.08,0,0,8.699196691
4/1/2009,46.04,42.98,48.92,3.11023622,0,8.077825499
4/2/2009,53.96,44.96,62.96,0,0,6.835083115
4/3/2009,57.02,51.98,62.06,5,0,13.04879504
4/4/2009,51.62,48.02,55.04,0,0,23.61210531
4/5/2009,56.48,44.96,68,0,0,13.04879504
4/6/2009,51.08,46.94,55.04,5.905511811,0,7.456454307
4/7/2009,44.06,37.94,50,0,0,16.77702219
4/8/2009,42.62,33.98,51.08,0,0,11.18468146
4/9/2009,49.1,35.06,62.96,0,0,9.320567884
4/10/2009,50,42.08,57.92,0,0,6.835083115
4/11/2009,46.58,42.08,51.08,5.590551181,0,15.53427981
4/12/2009,43.52,35.96,51.08,0,0,19.26250696
4/13/2009,46.04,33.08,59,0,0,10.56331027
4/14/2009,47.66,44.06,51.08,3.582677165,0,8.699196691
