date,tavg,tmin,tmax,prcp,snow,wspd
1/1/2009,56.84,43.88,69.8,0,0,2.485484769
1/2/2009,56.84,44.78,68.9,0,0,3.728227153
1/3/2009,53.78,42.8,64.76,0,0,4.970969538
1/4/2009,52.88,49.82,55.76,0.393700787,0,3.106855961
1/5/2009,50.36,42.8,57.74,0,0,6.213711922
1/6/2009,49.82,40.82,58.82,0,0,2.485484769
1/7/2009,51.26,39.74,62.78,0,0,3.106855961
1/8/2009,53.96,41.9,65.84,0,0,4.349598346
1/9/2009,54.86,42.8,66.74,0,0,4.970969538
1/10/2009,54.32,42.8,65.84,0,0,4.970969538
1/11/2009,54.86,40.82,68.9,0,0,2.485484769
1/12/2009,57.92,41.9,73.76,0,0,0.621371192
1/13/2009,59.9,45.86,73.76,0,0,4.349598346
1/14/2009,59.36,44.78,73.76,0,0,3.106855961
1/15/2009,62.42,45.86,78.8,0,0,3.106855961
1/16/2009,63.32,47.84,78.8,0,0,3.728227153
1/17/2009,63.32,49.82,76.82,0,0,3.106855961
1/18/2009,62.96,47.84,77.9,0,0,5.59234073
1/19/2009,63.86,48.74,78.8,0,0,4.970969538
1/20/2009,64.94,49.82,79.88,0,0,4.970969538
1/21/2009,69.44,58.82,79.88,0.118110236,0,7.456454307
1/22/2009,67.46,59.9,74.84,0.984251969,0,9.320567884
1/23/2009,65.84,59.9,71.78,0,0,4.970969538
1/24/2009,64.76,57.74,71.78,0,0,3.106855961
1/25/2009,61.34,51.8,70.88,0,0,4.349598346
1/26/2009,55.76,48.74,62.78,0,0,8.077825499
1/27/2009,52.34,41.9,62.78,0,0,5.59234073
1/28/2009,51.8,39.74,63.86,0,0,2.485484769
1/29/2009,56.84,41.9,71.78,0,0,3.106855961
1/30/2009,62.24,48.74,75.74,0,0,8.077825499
1/31/2009,59.36,43.88,74.84,0,0,2.485484769
2/1/2009,59.36,45.86,72.86,0,0,3.728227153
2/2/2009,61.34,45.86,76.82,0,0,3.728227153
2/3/2009,64.94,47.84,81.86,0,0,4.349598346
2/4/2009,68.36,52.88,83.84,0,0,3.728227153
2/5/2009,67.46,52.88,81.86,0,0,6.213711922
2/6/2009,61.34,50.9,71.78,0,0,5.59234073
2/7/2009,60.8,49.82,71.78,0.511811024,0,9.941939076
2/8/2009,54.32,48.74,59.9,6.88976378,0,6.835083115
2/9/2009,53.42,44.78,61.88,5.196850394,0,11.18468146
2/10/2009,50.36,43.88,56.84,0,0,9.320567884
2/11/2009,50.9,40.82,60.8,0,0,4.349598346
2/12/2009,54.86,46.76,62.78,0,0,6.213711922
2/13/2009,51.8,40.82,62.78,0,0,3.106855961
2/14/2009,51.44,41.9,60.8,0,0,4.349598346
2/15/2009,54.32,43.88,64.76,0,0,3.106855961
2/16/2009,55.4,44.78,65.84,0,0,5.59234073
2/17/2009,57.92,51.8,63.86,0.590551181,0,4.970969538
2/18/2009,55.76,44.78,66.74,0,0,2.485484769
2/19/2009,59.36,45.86,72.86,0,0,4.970969538
2/20/2009,61.88,47.84,75.74,0,0,3.106855961
2/21/2009,62.24,48.74,75.74,0,0,3.106855961
2/22/2009,66.38,54.86,77.9,0,0,3.106855961
2/23/2009,71.96,59.9,83.84,0,0,3.728227153
2/24/2009,69.8,55.76,83.84,0,0,3.728227153
2/25/2009,71.24,57.74,84.74,0,0,6.213711922
2/26/2009,65.84,53.78,77.9,0,0,6.213711922
2/27/2009,64.4,50.9,77.9,0,0,4.349598346
2/28/2009,68.36,51.8,84.74,0,0,3.106855961
3/1/2009,71.78,57.74,85.82,0,0,6.835083115
3/2/2009,72.86,57.74,87.8,0,0,4.349598346
3/3/2009,72.32,61.88,82.76,0,0,5.59234073
3/4/2009,71.78,60.8,82.76,0,0,5.59234073
3/5/2009,65.84,58.82,72.86,0,0,3.106855961
3/6/2009,66.38,58.82,73.76,0,0,8.699196691
3/7/2009,58.82,49.82,67.82,0,0,4.970969538
3/8/2009,59.9,47.84,71.78,0,0,3.106855961
3/9/2009,66.38,56.84,75.74,0,0,9.941939076
3/10/2009,62.42,50.9,73.76,0,0,4.349598346
3/11/2009,65.84,51.8,79.88,0,0,6.213711922
3/12/2009,65.84,54.86,76.82,0,0,7.456454307
3/13/2009,64.76,53.78,75.74,0,0,4.349598346
3/14/2009,65.84,53.78,77.9,0,0,3.728227153
3/15/2009,65.3,51.8,78.8,0,0,6.213711922
3/16/2009,68.9,55.76,81.86,0,0,4.349598346
3/17/2009,71.42,56.84,85.82,0,0,3.106855961
3/18/2009,73.4,57.74,88.88,0,0,3.728227153
3/19/2009,74.84,60.8,88.88,0,0,4.970969538
3/20/2009,76.46,63.86,88.88,0,0,4.970969538
3/21/2009,74.84,59.9,89.78,0,0,8.699196691
3/22/2009,71.42,58.82,83.84,0,0,13.04879504
3/23/2009,61.34,50.9,71.78,0,0,8.699196691
3/24/2009,62.42,49.82,74.84,0,0,4.970969538
3/25/2009,65.84,51.8,79.88,0,0,6.835083115
3/26/2009,67.82,53.78,81.86,0,0,16.155651
3/27/2009,59.9,48.74,70.88,0,0,7.456454307
3/28/2009,63.32,48.74,77.9,0,0,3.728227153
3/29/2009,67.82,53.78,81.86,0,0,9.941939076
3/30/2009,67.46,59.9,74.84,0,0,8.077825499
3/31/2009,63.32,49.82,76.82,0,0,6.213711922
4/1/2009,65.84,52.88,78.8,0,0,8.699196691
4/2/2009,68.9,54.86,82.76,0,0,6.213711922
4/3/2009,69.8,57.74,81.86,0,0,13.04879504
4/4/2009,61.88,51.8,71.78,0,0,8.699196691
4/5/2009,65.3,49.82,80.78,0,0,3.728227153
4/6/2009,72.86,56.84,88.88,0,0,8.699196691
4/7/2009,76.82,61.88,91.76,0,0,6.835083115
4/8/2009,71.42,63.86,78.8,0,0,12.42742384
4/9/2009,66.38,53.78,78.8,0,0,5.59234073
4/10/2009,70.34,56.84,83.84,0,0,11.18468146
4/11/2009,56.3,49.82,62.78,1.88976378,0,6.835083115
4/12/2009,64.76,53.78,75.74,0,0,5.59234073
4/13/2009,71.24,57.74,84.74,0,0,4.349598346
4/14/2009,76.28,64.76,87.8,0,0,9.941939076
4/15/2009,61.88,52.88,70.88,0,0,16.155651
4/16/2009,56.84,45.86,67.82,0,0,4.970969538
4/17/2009,63.86,50.9,76.82,0,0,4.970969538
4/18/2009,69.44,54.86,83.84,0,0,5.59234073
4/19/2009,78.44,61.88,94.82,0,0,3.728227153
4/20/2009,80.42,63.86,96.8,0,0,3.106855961
4/21/2009,84.92,67.82,101.84,0,0,4.349598346
4/22/2009,82.94,68.9,96.8,0,0,7.456454307
4/23/2009,79.88,65.84,93.74,0,0,8.077825499
4/24/2009,78.44,67.82,88.88,0,0,6.835083115
4/25/2009,74.84,65.84,83.84,0,0,13.67016623
4/26/2009,69.8,56.84,82.76,0,0,3.728227153
4/27/2009,72.32,59.9,84.74,0,0,5.59234073
4/28/2009,73.4,59.9,86.9,0,0,6.835083115
4/29/2009,75.38,61.88,88.88,0,0,4.970969538
4/30/2009,76.82,62.78,90.86,0,0,5.59234073
5/1/2009,79.34,65.84,92.84,0,0,4.970969538
5/2/2009,82.76,75.74,89.78,0,0,11.18468146
5/3/2009,80.96,68.9,92.84,0,0,8.077825499
5/4/2009,82.4,71.78,92.84,0,0,5.59234073
5/5/2009,83.84,70.88,96.8,0,0,8.077825499
