date,tavg,tmin,tmax,prcp,snow,wspd
1/1/2019,53.06,40.28,61.34,0,0,6.213711922
1/2/2019,51.44,38.3,60.26,0,0,4.970969538
1/3/2019,53.6,44.24,65.3,0,0,6.213711922
1/4/2019,53.6,43.34,62.24,0,0,4.970969538
1/5/2019,53.78,47.3,57.2,5.590551181,0,7.456454307
1/6/2019,52.7,48.2,58.28,0,0,6.835083115
1/7/2019,53.78,50.36,59.36,2.086614173,0,8.077825499
1/8/2019,57.92,50.36,70.34,0,0,4.970969538
1/9/2019,56.3,47.3,62.24,0,0,4.970969538
1/10/2019,56.12,49.28,60.26,0,0,5.59234073
1/11/2019,55.22,50.36,64.22,0,0,6.835083115
1/12/2019,54.68,51.26,60.26,9.291338583,0,6.213711922
1/13/2019,53.6,45.32,60.26,0,0,4.970969538
1/14/2019,54.32,50.36,56.3,10.78740157,0,8.699196691
1/15/2019,53.06,49.28,58.28,6.88976378,0,8.699196691
1/16/2019,54.5,53.24,60.26,6.692913386,0,8.077825499
1/17/2019,59.36,57.2,60.26,5.708661417,0,11.18468146
1/18/2019,57.92,53.24,63.32,0,0,5.59234073
1/19/2019,60.08,51.26,75.2,0,0,6.213711922
1/20/2019,61.16,53.24,69.26,0,0,9.320567884
1/21/2019,58.1,53.24,61.34,0,0,16.77702219
1/22/2019,57.02,51.26,64.22,0,0,8.077825499
1/23/2019,55.76,44.24,64.22,0,0,4.970969538
1/24/2019,58.28,48.2,77.36,0,0,4.970969538
1/25/2019,61.16,49.28,74.3,0,0,4.349598346
1/26/2019,61.7,49.28,73.22,0,0,3.728227153
1/27/2019,62.6,50.36,72.32,0,0,4.970969538
1/28/2019,58.82,48.2,69.26,0,0,4.970969538
1/29/2019,59.9,54.32,67.28,0,0,4.349598346
1/30/2019,58.1,54.32,63.32,0,0,4.970969538
1/31/2019,57.02,52.34,59.36,8.11023622,0,7.456454307
2/1/2019,54.68,48.2,62.24,0.118110236,0,6.213711922
2/2/2019,56.12,51.26,59.36,14.48818898,0,11.18468146
2/3/2019,55.04,50.36,58.28,2.519685039,0,8.077825499
2/4/2019,55.22,52.34,59.36,2.716535433,0,12.42742384
2/5/2019,53.06,46.22,55.22,1.181102362,0,14.29153742
2/6/2019,48.92,43.34,54.32,0,0,9.320567884
2/7/2019,50.54,41.36,60.26,0,0,6.835083115
2/8/2019,51.8,41.36,60.26,0,0,6.835083115
2/9/2019,51.44,45.32,57.2,2.283464567,0,7.456454307
2/10/2019,51.62,47.3,57.2,0.984251969,0,10.56331027
2/11/2019,50.36,41.36,58.28,0,0,8.077825499
2/12/2019,53.06,43.34,67.28,0,0,5.59234073
2/13/2019,54.68,50.36,60.26,0.905511811,0,10.56331027
2/14/2019,55.94,52.34,62.24,16.81102362,0,13.67016623
2/15/2019,54.86,49.28,59.36,1.299212598,0,9.320567884
2/16/2019,52.7,47.3,58.28,0,0,13.04879504
2/17/2019,52.34,44.24,55.22,0.196850394,0,15.53427981
2/18/2019,50.9,45.32,58.28,0,0,9.320567884
2/19/2019,50.9,41.36,57.2,0,0,8.077825499
2/20/2019,49.64,41.36,57.2,0.118110236,0,11.80605265
2/21/2019,50.36,44.24,56.3,0,0,7.456454307
2/22/2019,49.28,40.28,59.36,0,0,8.077825499
2/23/2019,51.08,40.28,60.26,0,0,7.456454307
